region,event,team,map_mode,hero,bans_made,bans_received,initial_bans_made,follow_up_bans_made,initial_bans_received,follow_up_bans_received
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Control,D.Va,2,1,2,0,0,1
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Control,Wuyang,1,1,1,0,0,1
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Control,Mauga,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Control,Reaper,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Control,Soldier: 76,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Control,Tracer,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Control,Ana,0,1,0,0,0,1
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Control,Kiriko,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Control,Lucio,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Control,Mercy,0,1,0,0,0,1
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Control,Wrecking Ball,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Escort,Ana,3,0,1,2,0,0
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Escort,Bastion,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Escort,Hazard,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Escort,Illari,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Escort,Mauga,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Escort,Wari,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Escort,D.Va,0,2,0,0,1,1
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Escort,Jetpack Cat,0,2,0,0,1,1
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Escort,Zarya,0,2,0,0,0,2
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Escort,Reaper,0,1,0,0,0,1
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Escort,Roadhog,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Flashpoint,Baptiste,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Flashpoint,Reaper,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Flashpoint,Wrecking Ball,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Flashpoint,Cassidy,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Flashpoint,Lucio,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Flashpoint,Mauga,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Hybrid,Jetpack Cat,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Hybrid,Reaper,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Hybrid,Sierra,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Hybrid,Ana,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Hybrid,Mauga,0,1,0,0,0,1
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Hybrid,Zarya,0,1,0,0,0,1
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Push,D.Va,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Push,Jetpack Cat,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Push,Mauga,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Push,Wrecking Ball,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Push,Pharah,0,3,0,0,0,3
Asia,OWCS Asia 2026 Stage 1,Crazy Raccoon,Push,Ashe,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,ENTER FORCE.36,Control,Bastion,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,ENTER FORCE.36,Control,Pharah,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,ENTER FORCE.36,Control,Wrecking Ball,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,ENTER FORCE.36,Control,Cassidy,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,ENTER FORCE.36,Control,Domina,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,ENTER FORCE.36,Control,Lucio,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,ENTER FORCE.36,Flashpoint,Jetpack Cat,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,ENTER FORCE.36,Flashpoint,Wari,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,ENTER FORCE.36,Flashpoint,Reaper,0,1,0,0,0,1
Asia,OWCS Asia 2026 Stage 1,ENTER FORCE.36,Flashpoint,Sojourn,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,ENTER FORCE.36,Hybrid,Kiriko,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,ENTER FORCE.36,Hybrid,Emre,0,1,0,0,0,1
Asia,OWCS Asia 2026 Stage 1,Please Not Hero Ban,Control,Ana,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,Please Not Hero Ban,Control,Roadhog,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,Please Not Hero Ban,Push,Ashe,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,Please Not Hero Ban,Push,D.Va,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,Please Not Hero Ban,Push,Jetpack Cat,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,Please Not Hero Ban,Push,Kiriko,0,1,0,0,0,1
Asia,OWCS Asia 2026 Stage 1,Please Not Hero Ban,Push,Mauga,0,1,0,0,0,1
Asia,OWCS Asia 2026 Stage 1,Please Not Hero Ban,Push,Ramattra,0,1,0,0,0,1
Asia,OWCS Asia 2026 Stage 1,T1,Control,D.Va,1,2,0,1,2,0
Asia,OWCS Asia 2026 Stage 1,T1,Control,Wuyang,1,1,0,1,1,0
Asia,OWCS Asia 2026 Stage 1,T1,Control,Ana,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,T1,Control,Cassidy,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,T1,Control,Jetpack Cat,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,T1,Control,Domina,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,T1,Control,Wrecking Ball,0,1,0,0,0,1
Asia,OWCS Asia 2026 Stage 1,T1,Escort,Jetpack Cat,2,0,1,1,0,0
Asia,OWCS Asia 2026 Stage 1,T1,Escort,D.Va,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,T1,Escort,Torbjorn,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,T1,Escort,Ana,0,1,0,0,0,1
Asia,OWCS Asia 2026 Stage 1,T1,Escort,Hazard,0,1,0,0,0,1
Asia,OWCS Asia 2026 Stage 1,T1,Escort,Kiriko,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,T1,Escort,Mauga,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,T1,Flashpoint,Mauga,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,T1,Flashpoint,Tracer,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,T1,Flashpoint,Reaper,0,1,0,0,0,1
Asia,OWCS Asia 2026 Stage 1,T1,Flashpoint,Zarya,0,1,0,0,0,1
Asia,OWCS Asia 2026 Stage 1,T1,Hybrid,Ana,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,T1,Hybrid,Emre,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,T1,Hybrid,Wari,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,T1,Hybrid,Kiriko,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,T1,Hybrid,Mauga,0,1,0,0,0,1
Asia,OWCS Asia 2026 Stage 1,T1,Hybrid,Reaper,0,1,0,0,0,1
Asia,OWCS Asia 2026 Stage 1,T1,Push,D.Va,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,T1,Push,Pharah,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,T1,Push,Symmetra,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,T1,Push,Wrecking Ball,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,Team Falcons,Control,Kiriko,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,Team Falcons,Control,Roadhog,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,Team Falcons,Control,Wrecking Ball,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,Team Falcons,Control,Ana,0,1,0,0,0,1
Asia,OWCS Asia 2026 Stage 1,Team Falcons,Control,Reaper,0,1,0,0,0,1
Asia,OWCS Asia 2026 Stage 1,Team Falcons,Control,Zarya,0,1,0,0,0,1
Asia,OWCS Asia 2026 Stage 1,Team Falcons,Escort,Roadhog,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,Team Falcons,Escort,Ana,0,1,0,0,0,1
Asia,OWCS Asia 2026 Stage 1,Team Falcons,Hybrid,Ana,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,Team Falcons,Hybrid,Mauga,0,1,0,0,0,1
Asia,OWCS Asia 2026 Stage 1,Team Falcons,Push,D.Va,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,Team Falcons,Push,Ramattra,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,Team Falcons,Push,Jetpack Cat,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,Team Falcons,Push,Lucio,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,The Gatos Guapos,Control,Domina,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,The Gatos Guapos,Control,Pharah,0,1,0,0,0,1
Asia,OWCS Asia 2026 Stage 1,The Gatos Guapos,Escort,D.Va,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,The Gatos Guapos,Escort,Pharah,0,1,0,0,0,1
Asia,OWCS Asia 2026 Stage 1,The Gatos Guapos,Flashpoint,Sojourn,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,The Gatos Guapos,Flashpoint,Jetpack Cat,0,1,0,0,0,1
Asia,OWCS Asia 2026 Stage 1,VARREL,Control,Kiriko,1,1,1,0,1,0
Asia,OWCS Asia 2026 Stage 1,VARREL,Control,Domina,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,VARREL,Control,Reaper,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,VARREL,Control,Tracer,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,VARREL,Control,Zarya,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,VARREL,Control,Jetpack Cat,0,2,0,0,0,2
Asia,OWCS Asia 2026 Stage 1,VARREL,Control,Junker Queen,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,VARREL,Control,Mauga,0,1,0,0,0,1
Asia,OWCS Asia 2026 Stage 1,VARREL,Escort,Zarya,2,0,0,2,0,0
Asia,OWCS Asia 2026 Stage 1,VARREL,Escort,Kiriko,1,1,1,0,1,0
Asia,OWCS Asia 2026 Stage 1,VARREL,Escort,Torbjorn,0,1,0,0,0,1
Asia,OWCS Asia 2026 Stage 1,VARREL,Escort,Wari,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,VARREL,Hybrid,Mauga,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,VARREL,Hybrid,Wari,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,VARREL,Hybrid,Ana,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,VARREL,Hybrid,D.Va,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,VARREL,Push,Kiriko,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,VARREL,Push,Lucio,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,VARREL,Push,Pharah,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,VARREL,Push,Symmetra,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,VARREL,Push,Wrecking Ball,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,VARREL,Push,D.Va,0,4,0,0,2,2
Asia,OWCS Asia 2026 Stage 1,VARREL,Push,Reaper,0,1,0,0,0,1
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Control,Lucio,2,0,2,0,0,0
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Control,Ana,1,1,0,1,0,1
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Control,D.Va,1,1,1,0,1,0
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Control,Jetpack Cat,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Control,Junker Queen,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Control,Mercy,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Control,Tracer,0,2,0,0,1,1
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Control,Bastion,0,1,0,0,0,1
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Control,Reaper,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Control,Soldier: 76,0,1,0,0,0,1
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Escort,D.Va,1,1,0,1,1,0
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Escort,Zarya,1,1,0,1,0,1
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Escort,Kiriko,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Escort,Pharah,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Escort,Reaper,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Escort,Ana,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Escort,Bastion,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Escort,Illari,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Flashpoint,Cassidy,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Flashpoint,Lucio,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Flashpoint,Reaper,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Flashpoint,Zarya,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Flashpoint,Baptiste,0,1,0,0,0,1
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Flashpoint,Tracer,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Flashpoint,Wari,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Flashpoint,Wrecking Ball,0,1,0,0,0,1
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Hybrid,Mauga,2,0,0,2,0,0
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Hybrid,D.Va,1,0,1,0,0,0
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Hybrid,Zarya,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Hybrid,Wari,0,2,0,0,1,1
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Hybrid,Jetpack Cat,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Hybrid,Sierra,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Push,Pharah,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Push,Reaper,1,0,0,1,0,0
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Push,Jetpack Cat,0,1,0,0,1,0
Asia,OWCS Asia 2026 Stage 1,ZETA DIVISION,Push,Wrecking Ball,0,1,0,0,1,0
China,OWCS China 2026 Stage 1,All Gamers,Control,Reaper,2,0,1,1,0,0
China,OWCS China 2026 Stage 1,All Gamers,Control,Vendetta,1,2,1,0,2,0
China,OWCS China 2026 Stage 1,All Gamers,Control,Ana,1,1,0,1,0,1
China,OWCS China 2026 Stage 1,All Gamers,Control,Brigitte,1,1,0,1,0,1
China,OWCS China 2026 Stage 1,All Gamers,Control,D.Va,1,1,1,0,1,0
China,OWCS China 2026 Stage 1,All Gamers,Control,Hazard,1,1,0,1,0,1
China,OWCS China 2026 Stage 1,All Gamers,Control,Ramattra,1,1,1,0,0,1
China,OWCS China 2026 Stage 1,All Gamers,Control,Echo,1,0,1,0,0,0
China,OWCS China 2026 Stage 1,All Gamers,Control,Mei,1,0,1,0,0,0
China,OWCS China 2026 Stage 1,All Gamers,Control,Tracer,1,0,1,0,0,0
China,OWCS China 2026 Stage 1,All Gamers,Control,Wrecking Ball,1,0,0,1,0,0
China,OWCS China 2026 Stage 1,All Gamers,Control,Wuyang,1,0,1,0,0,0
China,OWCS China 2026 Stage 1,All Gamers,Control,Zarya,0,2,0,0,0,2
China,OWCS China 2026 Stage 1,All Gamers,Control,Cassidy,0,1,0,0,1,0
China,OWCS China 2026 Stage 1,All Gamers,Control,Junker Queen,0,1,0,0,1,0
China,OWCS China 2026 Stage 1,All Gamers,Control,Mercy,0,1,0,0,0,1
China,OWCS China 2026 Stage 1,All Gamers,Control,Roadhog,0,1,0,0,0,1
China,OWCS China 2026 Stage 1,All Gamers,Escort,Zarya,3,0,1,2,0,0
China,OWCS China 2026 Stage 1,All Gamers,Escort,Ana,2,1,2,0,0,1
China,OWCS China 2026 Stage 1,All Gamers,Escort,Reaper,1,1,0,1,0,1
China,OWCS China 2026 Stage 1,All Gamers,Escort,Winston,1,1,0,1,0,1
China,OWCS China 2026 Stage 1,All Gamers,Escort,Baptiste,1,0,1,0,0,0
China,OWCS China 2026 Stage 1,All Gamers,Escort,D.Va,1,0,1,0,0,0
China,OWCS China 2026 Stage 1,All Gamers,Escort,Hazard,1,0,1,0,0,0
China,OWCS China 2026 Stage 1,All Gamers,Escort,Kiriko,0,2,0,0,1,1
China,OWCS China 2026 Stage 1,All Gamers,Escort,Tracer,0,2,0,0,0,2
China,OWCS China 2026 Stage 1,All Gamers,Escort,Jetpack Cat,0,1,0,0,1,0
China,OWCS China 2026 Stage 1,All Gamers,Escort,Lucio,0,1,0,0,1,0
China,OWCS China 2026 Stage 1,All Gamers,Escort,Ramattra,0,1,0,0,1,0
China,OWCS China 2026 Stage 1,All Gamers,Flashpoint,Wrecking Ball,2,0,1,1,0,0
China,OWCS China 2026 Stage 1,All Gamers,Flashpoint,Mizuki,1,2,0,1,2,0
China,OWCS China 2026 Stage 1,All Gamers,Flashpoint,Lucio,1,1,0,1,1,0
China,OWCS China 2026 Stage 1,All Gamers,Flashpoint,Symmetra,1,1,0,1,0,1
China,OWCS China 2026 Stage 1,All Gamers,Flashpoint,Cassidy,1,0,0,1,0,0
China,OWCS China 2026 Stage 1,All Gamers,Flashpoint,Doomfist,1,0,0,1,0,0
China,OWCS China 2026 Stage 1,All Gamers,Flashpoint,Illari,1,0,0,1,0,0
China,OWCS China 2026 Stage 1,All Gamers,Flashpoint,Mauga,1,0,1,0,0,0
China,OWCS China 2026 Stage 1,All Gamers,Flashpoint,Wuyang,1,0,0,1,0,0
China,OWCS China 2026 Stage 1,All Gamers,Flashpoint,D.Va,0,2,0,0,2,0
China,OWCS China 2026 Stage 1,All Gamers,Flashpoint,Tracer,0,2,0,0,1,1
China,OWCS China 2026 Stage 1,All Gamers,Flashpoint,Bastion,0,1,0,0,1,0
China,OWCS China 2026 Stage 1,All Gamers,Flashpoint,Sojourn,0,1,0,0,1,0
China,OWCS China 2026 Stage 1,All Gamers,Hybrid,Zarya,2,1,0,2,0,1
China,OWCS China 2026 Stage 1,All Gamers,Hybrid,Ana,2,0,2,0,0,0
China,OWCS China 2026 Stage 1,All Gamers,Hybrid,Baptiste,1,1,1,0,1,0
China,OWCS China 2026 Stage 1,All Gamers,Hybrid,Lucio,1,1,1,0,1,0
China,OWCS China 2026 Stage 1,All Gamers,Hybrid,Sigma,1,0,0,1,0,0
China,OWCS China 2026 Stage 1,All Gamers,Hybrid,Tracer,1,0,0,1,0,0
China,OWCS China 2026 Stage 1,All Gamers,Hybrid,Wrecking Ball,1,0,0,1,0,0
China,OWCS China 2026 Stage 1,All Gamers,Hybrid,Kiriko,0,3,0,0,3,0
China,OWCS China 2026 Stage 1,All Gamers,Hybrid,D.Va,0,2,0,0,0,2
China,OWCS China 2026 Stage 1,All Gamers,Hybrid,Mauga,0,1,0,0,0,1
China,OWCS China 2026 Stage 1,All Gamers,Push,Bastion,2,0,1,1,0,0
China,OWCS China 2026 Stage 1,All Gamers,Push,Emre,1,1,0,1,1,0
China,OWCS China 2026 Stage 1,All Gamers,Push,Illari,1,0,1,0,0,0
China,OWCS China 2026 Stage 1,All Gamers,Push,Mercy,1,0,0,1,0,0
China,OWCS China 2026 Stage 1,All Gamers,Push,Ramattra,1,0,0,1,0,0
China,OWCS China 2026 Stage 1,All Gamers,Push,Sojourn,1,0,0,1,0,0
China,OWCS China 2026 Stage 1,All Gamers,Push,Vendetta,1,0,1,0,0,0
China,OWCS China 2026 Stage 1,All Gamers,Push,Venture,1,0,0,1,0,0
China,OWCS China 2026 Stage 1,All Gamers,Push,Jetpack Cat,0,2,0,0,2,0
China,OWCS China 2026 Stage 1,All Gamers,Push,Mauga,0,2,0,0,0,2
China,OWCS China 2026 Stage 1,All Gamers,Push,Zarya,0,2,0,0,2,0
China,OWCS China 2026 Stage 1,All Gamers,Push,Lucio,0,1,0,0,0,1
China,OWCS China 2026 Stage 1,All Gamers,Push,Winston,0,1,0,0,1,0
China,OWCS China 2026 Stage 1,DEG,Control,Brigitte,1,0,1,0,0,0
China,OWCS China 2026 Stage 1,DEG,Control,Lucio,1,0,1,0,0,0
China,OWCS China 2026 Stage 1,DEG,Control,Ramattra,1,0,0,1,0,0
China,OWCS China 2026 Stage 1,DEG,Control,Doomfist,0,2,0,0,0,2
China,OWCS China 2026 Stage 1,DEG,Control,Wuyang,0,1,0,0,1,0
China,OWCS China 2026 Stage 1,DEG,Escort,Mizuki,1,0,1,0,0,0
China,OWCS China 2026 Stage 1,DEG,Escort,Orisa,1,0,1,0,0,0
China,OWCS China 2026 Stage 1,DEG,Escort,Illari,0,1,0,0,0,1
China,OWCS China 2026 Stage 1,DEG,Escort,Vendetta,0,1,0,0,0,1
China,OWCS China 2026 Stage 1,DEG,Flashpoint,Jetpack Cat,1,0,1,0,0,0
China,OWCS China 2026 Stage 1,DEG,Flashpoint,Mizuki,1,0,1,0,0,0
China,OWCS China 2026 Stage 1,DEG,Flashpoint,Zarya,1,0,1,0,0,0
China,OWCS China 2026 Stage 1,DEG,Flashpoint,Doomfist,0,1,0,0,0,1
China,OWCS China 2026 Stage 1,DEG,Flashpoint,Tracer,0,1,0,0,0,1
China,OWCS China 2026 Stage 1,DEG,Flashpoint,Wuyang,0,1,0,0,0,1
China,OWCS China 2026 Stage 1,DEG,Push,Jetpack Cat,1,0,1,0,0,0
China,OWCS China 2026 Stage 1,DEG,Push,Lucio,1,0,0,1,0,0
China,OWCS China 2026 Stage 1,DEG,Push,Vendetta,0,1,0,0,1,0
China,OWCS China 2026 Stage 1,DEG,Push,Venture,0,1,0,0,0,1
China,OWCS China 2026 Stage 1,Homie E,Control,Cassidy,2,0,1,1,0,0
China,OWCS China 2026 Stage 1,Homie E,Control,Kiriko,1,0,1,0,0,0
China,OWCS China 2026 Stage 1,Homie E,Control,Symmetra,1,0,1,0,0,0
China,OWCS China 2026 Stage 1,Homie E,Control,Zarya,0,3,0,0,0,3
China,OWCS China 2026 Stage 1,Homie E,Control,Lucio,0,1,0,0,1,0
China,OWCS China 2026 Stage 1,Homie E,Escort,Illari,1,0,1,0,0,0
China,OWCS China 2026 Stage 1,Homie E,Escort,Zarya,0,1,0,0,0,1
China,OWCS China 2026 Stage 1,Homie E,Flashpoint,D.Va,2,0,2,0,0,0
China,OWCS China 2026 Stage 1,Homie E,Flashpoint,Wuyang,1,1,0,1,0,1
China,OWCS China 2026 Stage 1,Homie E,Flashpoint,Emre,1,0,1,0,0,0
China,OWCS China 2026 Stage 1,Homie E,Flashpoint,Echo,0,1,0,0,0,1
China,OWCS China 2026 Stage 1,Homie E,Flashpoint,Tracer,0,1,0,0,1,0
China,OWCS China 2026 Stage 1,Homie E,Flashpoint,Vendetta,0,1,0,0,0,1
China,OWCS China 2026 Stage 1,Homie E,Hybrid,D.Va,1,0,1,0,0,0
China,OWCS China 2026 Stage 1,Homie E,Hybrid,Vendetta,0,1,0,0,0,1
China,OWCS China 2026 Stage 1,Homie E,Push,Symmetra,1,1,1,0,1,0
China,OWCS China 2026 Stage 1,Homie E,Push,Emre,1,0,1,0,0,0
China,OWCS China 2026 Stage 1,Homie E,Push,Mei,1,0,1,0,0,0
China,OWCS China 2026 Stage 1,Homie E,Push,Moira,1,0,0,1,0,0
China,OWCS China 2026 Stage 1,Homie E,Push,Mercy,0,2,0,0,0,2
China,OWCS China 2026 Stage 1,Homie E,Push,Brigitte,0,1,0,0,0,1
China,OWCS China 2026 Stage 1,JD Gaming,Control,D.Va,4,0,4,0,0,0
China,OWCS China 2026 Stage 1,JD Gaming,Control,Cassidy,3,0,3,0,0,0
China,OWCS China 2026 Stage 1,JD Gaming,Control,Junker Queen,1,0,1,0,0,0
China,OWCS China 2026 Stage 1,JD Gaming,Control,Mercy,1,0,1,0,0,0
China,OWCS China 2026 Stage 1,JD Gaming,Control,Vendetta,1,0,1,0,0,0
China,OWCS China 2026 Stage 1,JD Gaming,Control,Winston,1,0,0,1,0,0
China,OWCS China 2026 Stage 1,JD Gaming,Control,Wrecking Ball,0,5,0,0,0,5
China,OWCS China 2026 Stage 1,JD Gaming,Control,Ana,0,2,0,0,0,2
China,OWCS China 2026 Stage 1,JD Gaming,Control,Brigitte,0,2,0,0,1,1
China,OWCS China 2026 Stage 1,JD Gaming,Control,Pharah,0,1,0,0,0,1
China,OWCS China 2026 Stage 1,JD Gaming,Control,Reaper,0,1,0,0,0,1
China,OWCS China 2026 Stage 1,JD Gaming,Escort,Kiriko,2,0,0,2,0,0
China,OWCS China 2026 Stage 1,JD Gaming,Escort,Ramattra,1,1,0,1,1,0
China,OWCS China 2026 Stage 1,JD Gaming,Escort,Winston,1,1,0,1,0,1
China,OWCS China 2026 Stage 1,JD Gaming,Escort,Illari,1,0,0,1,0,0
China,OWCS China 2026 Stage 1,JD Gaming,Escort,Jetpack Cat,1,0,1,0,0,0
China,OWCS China 2026 Stage 1,JD Gaming,Escort,Tracer,1,0,0,1,0,0
